No	English	added	all	arm	back	barley	beautiful	bed	belt	big	black
156	Argobba	kǝme2	mǝto1	ğɨb1	sǝddǝbǝ1	gar3	ќǝld1	nɨgus1	ќɨlťɨm2	mɨssɨr1	xambǝsa1
157	Chaha	nǝmɨr3	bǝќɨr2	gwǝnčǝ2	ќǝndmǝm2	mena2	ќǝšǝ2	nɨgws1	ʔǝgɨr1	ќǝsǝm2	ǯǝp2
158	Endegagn	ʔetǝhǝ4	bǝʔǝr2	gončǝ2	ќǝnǝmǝ2	mena2	ќǝld1	nugs1	ʔǝgɨr1	ќǝsǝm2	ʔambǝssa1
159	Ezha	bǝmɨr3	bǝќɨr2	gwǝčǝ2	ќǝnnǝmǝm2	mena2	kǝšǝ2	nɨgwɨs1	ʔɨgɨr1	ќǝsǝm2	ʔambǝssa1
160	Ge'ez	ʔɨffo5	mɨʔɨt1	zɨʔb1	ʕayyǝrǝ3	tǝgbar3	ќǝld1	nɨguś1	ʔagǝda3	mɨssɨr1	ʕanbǝsa1
161	Gogot	kǝm2	bǝќќɨl2	yǝ3	sǝddǝbǝm1	wat4	ќǝld1	nɨgus1	ʔǝgɨr1	mɨšɨrǝ1	ʔanbǝssa1
162	Gumer	mǝmɨr3	mǝto1	gwǝnčǝ2	ќɨnema2	mena2	kyǝšǝ2	nɨgwɨs1	ʔǝgɨr1	ќǝsǝm2	ǯǝpp2
163	Gura	nǝmɨr3	bǝќɨr2	gončǝ2	ќǝndmǝm2	mena2	ќǝšǝ2	nɨgws1	ʔǝgɨr1	ќǝsɨm2	ǯǝpǝ2
164	Gyeto	mǝmar3	bǝќɨr2	gwǝnčǝ2	ќǝnǝmǝ2	mayna2	siya3	nɨgws1	ʔǝgɨr1	ќǝsǝm2	žǝp2
165	Harari	minkut6	bǝќlǝ2	waraaba4	sǝdǝba1	dilaaga5	ќosa2	nǝgaaši1	ќulťum2	missir1	wanaag3
166	Inor	ʔǝtǝka4	bǝʔǝr2	gončǝ2	ќǝnǝmǝ2	mena2	siya3	nugws1	ʔǝgɨr1	ќǝsǝm2	ǯǝp2
167	Kistane	mɨnkom3	mǝto1	gǝčǝ2	sǝddǝbǝm1	wǝzǝla6	ќǝld1	nɨgus1	ʔǝgɨr1	mɨšɨrǝ1	ʔanbǝssa1
168	Mesqan	bǝmɨn3	mǝto1	gwǝčǝ2	sǝddǝbǝ1	menna2	ќǝld1	nɨgws1	ʔǝgɨr1	ќǝsǝm2	ʔanbǝssa1
169	Muher	bǝmmɨn3	bǝʔɨl2	gǝčǝ2	sǝddǝbǝm1	merra2	ќǝld1	nɨgws1	ʔǝgɨr1	ќǝsǝm2	ʔanbǝssa1
170	Oromo	ʔakkamitti2	ɗibba3	waraabessa4	ʔarrabse4	hoğii7	ќeesa2	nugusa1	miila4	missira1	leenća4
171	Silt'e	ʔaynǝko7	bǝќќɨl2	wǝrabǝ4	sǝdǝbǝ1	bɨl8	ќǝld1	nɨgus1	ʔɨngir1	mɨšɨr1	wǝrba5
172	Tigre	ʔafo5	mɨʔɨt1	kǝray5	ʕayǝra3	šǝќka9	kǝdma1	nǝgus1	ʔɨgǝr1	mǝsɨr1	ħayǝt6
173	Tigrigna	kǝmǝy2	miʔti1	zɨbʔi1	śǝrǝfǝ5	sɨraħ1	qəldi1	nɨgus1	ʔɨgri1	bɨrsin3	ʔanbǝssa1
