ID	Name	Glottocode
Amharic	Amharic	amha1245
Argobba	Argobba	argo1244
Chaha	Chaha	chah1248
Endegagn	Endegagn	eneg1238
Ezha	Ezha	ezha1238
Geez	Ge'ez	geez1241
Gogot	Gogot	
Gumer	Gumer	gume1239
Gura	Gura	gura1260
Gyeto	Gyeto	gyet1241
Harari	Harari	hara1271
Inor	Inor	inor1240
Kistane	Kistane	kist1241
Mesqan	Mesqan	mesq1240
Muher	Muher	muhe1234
Oromo	Oromo	
Silte	Silt'e	silt1240
Tigre	Tigre	tigr1270
Tigrigna	Tigrigna	tigr1271
Wolane	Wolane	wola1253
Zway	Zway	zayy1238
